uesatura:Rs/Ro:PPM:PPM2::
27:0.13:48.00:22.00:2.61:75.12:0
28:0.14:48.00:22.00:2.63:73.62:0
30:0.15:47.00:22.00:2.59:76.77:0
30:0.15:47.00:22.00:2.55:79.76:0
28:0.14:48.00:22.00:2.69:69.27:0
30:0.15:48.00:22.00:2.59:76.77:0
27:0.13:47.00:22.00:2.59:76.55:0
29:0.14:48.00:22.00:2.59:76.45:0
28:0.14:47.00:22.00:2.63:73.53:0
29:0.14:48.00:22.00:2.63:73.42:0
30:0.15:47.00:22.00:2.55:79.76:0
28:0.14:48.00:22.00:2.70:68.02:0
28:0.14:48.00:22.00:2.68:69.46:0
30:0.15:48.00:22.00:2.61:75.33:0
29:0.14:48.00:22.00:2.63:73.73:0
25:0.12:47.00:22.00:2.67:70.65:0
29:0.14:47.00:22.00:2.52:83.03:0
28:0.14:47.00:22.00:2.63:73.42:0
30:0.15:47.00:22.00:2.53:81.43:0
28:0.14:48.00:22.00:2.65:71.97:0
25:0.12:47.00:22.00:2.69:69.17:0
29:0.14:47.00:22.00:2.57:78.25:0
28:0.14:47.00:22.00:2.57:78.25:0
28:0.14:47.00:22.00:2.55:79.67:0
28:0.14:47.00:22.00:2.63:73.42:0
30:0.15:47.00:22.00:2.61:75.02:0
29:0.14:48.00:22.00:2.57:77.93:0
27:0.13:48.00:22.00:2.55:79.87:0
29:0.14:48.00:22.00:2.59:76.55:0
29:0.14:47.00:22.00:2.59:76.55:0
27:0.13:48.00:22.00:2.63:73.62:0
28:0.14:47.00:22.00:2.55:79.76:0
30:0.15:47.00:22.00:2.63:73.73:0
27:0.13:47.00:22.00:2.67:70.65:0
29:0.14:47.00:22.00:2.59:76.55:0
28:0.14:47.00:22.00:2.65:72.17:0
28:0.14:47.00:22.00:2.57:78.02:0
29:0.14:47.00:22.00:2.57:78.02:0
29:0.14:47.00:22.00:2.65:72.26:0
27:0.13:47.00:22.00:2.52:83.03:0
29:0.14:47.00:22.00:2.65:72.26:0
27:0.13:47.00:22.00:2.61:75.23:0
29:0.14:48.00:22.00:2.63:73.62:0
29:0.14:47.00:22.00:2.68:69.36:0
28:0.14:47.00:22.00:2.59:76.77:0
27:0.13:47.00:22.00:2.57:78.36:0
30:0.15:47.00:22.00:2.59:76.67:0
30:0.15:47.00:22.00:2.59:76.77:0
28:0.14:47.00:22.00:2.74:65.25:0
29:0.14:47.00:22.00:2.57:78.14:0
27:0.13:47.00:22.00:2.57:78.25:0
28:0.14:47.00:22.00:2.67:70.65:0
29:0.14:47.00:22.00:2.59:76.55:0
30:0.15:47.00:22.00:2.67:70.65:0
29:0.14:48.00:22.00:2.55:79.87:0
29:0.14:48.00:22.00:2.61:74.71:0
29:0.14:47.00:22.00:2.61:75.02:0
30:0.15:47.00:22.00:2.55:79.87:0
29:0.14:47.00:22.00:2.53:81.33:0
28:0.14:47.00:22.00:2.50:84.57:0
29:0.14:48.00:22.00:2.57:78.02:0
30:0.15:47.00:22.00:2.63:73.42:0
30:0.15:47.00:22.00:2.61:75.12:0
27:0.13:47.00:22.00:2.56:79.43:0
30:0.15:47.00:22.00:2.55:79.87:0
30:0.15:47.00:22.00:2.59:76.46:0
29:0.14:48.00:22.00:2.55:79.87:0
30:0.15:47.00:22.00:2.53:81.43:0
29:0.14:47.00:22.00:2.50:84.57:0
29:0.14:47.00:22.00:2.57:78.36:0
30:0.15:47.00:22.00:2.67:70.74:0
29:0.14:47.00:22.00:2.53:81.43:0
30:0.15:47.00:22.00:2.57:78.25:0
30:0.15:47.00:22.00:2.50:84.46:0
28:0.14:47.00:22.00:2.59:76.55:0
30:0.15:47.00:22.00:2.59:76.55:0
29:0.14:47.00:22.00:2.57:77.93:0
30:0.15:47.00:22.00:2.57:78.25:0
29:0.14:47.00:22.00:2.59:76.55:0
29:0.14:47.00:22.00:2.57:77.93:0
29:0.14:47.00:22.00:2.61:75.12:0
27:0.13:47.00:22.00:2.63:73.42:0
30:0.15:47.00:22.00:2.59:76.46:0
30:0.15:47.00:22.00:2.59:76.55:0
30:0.15:47.00:22.00:2.53:81.43:0
30:0.15:47.00:22.00:2.53:81.43:0
27:0.13:47.00:22.00:2.50:84.57:0
29:0.14:47.00:22.00:2.48:86.04:0
27:0.13:47.00:22.00:2.50:84.46:0
29:0.14:47.00:22.00:2.55:79.87:0
30:0.15:47.00:22.00:2.54:81.22:0
29:0.14:47.00:22.00:2.48:86.25:0
31:0.15:47.00:22.00:2.61:75.12:0
30:0.15:47.00:22.00:2.59:76.55:0
27:0.13:47.00:22.00:2.55:79.76:0
30:0.15:47.00:22.00:2.53:81.43:0
30:0.15:47.00:22.00:2.59:76.77:0
29:0.14:47.00:22.00:2.59:76.55:0
30:0.15:47.00:22.00:2.57:78.02:0
29:0.14:47.00:22.00:2.59:76.45:0
29:0.14:47.00:22.00:2.57:78.14:0
29:0.14:47.00:22.00:2.65:71.97:0
28:0.14:47.00:22.00:2.66:70.85:0
29:0.14:47.00:22.00:2.59:76.77:0
25:0.12:47.00:22.00:2.57:78.02:0
30:0.15:47.00:22.00:2.66:70.85:0
28:0.14:47.00:22.00:2.68:69.36:0
30:0.15:47.00:22.00:2.71:67.92:0
30:0.15:47.00:22.00:2.66:70.85:0
27:0.13:47.00:22.00:2.59:76.77:0
29:0.14:47.00:22.00:2.61:74.81:0
30:0.15:47.00:22.00:2.59:76.67:0
29:0.14:47.00:22.00:2.63:73.42:0
29:0.14:47.00:22.00:2.55:79.87:0
29:0.14:47.00:22.00:2.55:79.87:0
27:0.13:47.00:22.00:2.55:79.87:0
27:0.13:47.00:22.00:2.61:75.02:0
29:0.14:47.00:22.00:2.53:81.43:0
30:0.15:47.00:22.00:2.55:79.87:0
30:0.15:47.00:22.00:2.59:76.77:0
30:0.15:47.00:22.00:2.52:82.93:0
29:0.14:47.00:22.00:2.48:86.14:0
30:0.15:47.00:22.00:2.48:86.14:0
30:0.15:47.00:22.00:2.55:79.87:0
29:0.14:47.00:22.00:2.56:79.53:0
28:0.14:47.00:22.00:2.59:76.55:0
28:0.14:47.00:22.00:2.57:78.02:0
27:0.13:47.00:22.00:2.63:73.42:0
30:0.15:47.00:22.00:2.61:75.12:0
30:0.15:47.00:22.00:2.55:79.87:0
27:0.13:47.00:22.00:2.57:78.36:0
26:0.13:47.00:22.00:2.57:78.25:0
27:0.13:48.00:22.00:2.55:79.87:0
29:0.14:47.00:22.00:2.61:74.81:0
27:0.13:47.00:22.00:2.59:76.77:0
30:0.15:48.00:22.00:2.59:76.77:0
28:0.14:47.00:22.00:2.56:79.53:0
29:0.14:47.00:22.00:2.61:75.12:0
27:0.13:47.00:22.00:2.53:81.32:0
27:0.13:47.00:22.00:2.61:75.12:0
29:0.14:47.00:22.00:2.52:83.03:0
30:0.15:47.00:22.00:2.59:76.88:0
30:0.15:47.00:22.00:2.65:72.26:0
28:0.14:47.00:22.00:2.55:79.87:0
28:0.14:47.00:22.00:2.52:83.03:0
30:0.15:48.00:22.00:2.53:81.43:0
27:0.13:47.00:22.00:2.59:76.55:0
28:0.14:47.00:22.00:2.53:81.43:0
35:0.17:47.00:22.00:2.11:135.26:0
ALLARME. METANO SUPERIORE A 150 PPM!
CONCENTRAZIONE METANO: 135.26 PPM
30:0.15:47.00:22.00:2.30:106.95:0
ALLARME. METANO SUPERIORE A 150 PPM!
CONCENTRAZIONE METANO: 106.95 PPM
27:0.13:48.00:22.00:2.42:92.98:0
27:0.13:48.00:22.00:2.81:61.19:0
24:0.12:48.00:22.00:3.26:40.48:0
19:0.09:47.00:22.00:3.54:32.32:0
20:0.10:47.00:22.00:3.72:28.15:23424
18:0.09:47.00:22.00:4.23:19.72:-5888
18:0.09:47.00:22.00:3.91:24.47:-21248
18:0.09:47.00:22.00:3.93:24.11:-17856
18:0.09:47.00:21.00:4.26:19.27:17472
17:0.08:47.00:21.00:3.91:24.55:12224
18:0.09:47.00:21.00:4.27:19.20:31488
17:0.08:47.00:21.00:4.13:21.00:-19264
18:0.09:47.00:21.00:4.31:18.65:-8960
19:0.09:47.00:21.00:4.22:19.84:12224
18:0.09:47.00:21.00:3.99:23.12:10880
17:0.08:47.00:21.00:4.02:22.72:-25664
17:0.08:47.00:21.00:4.14:20.93:30976
19:0.09:48.00:20.00:4.22:19.77:-16320
18:0.09:48.00:20.00:4.42:17.49:30976
17:0.08:48.00:20.00:4.40:17.66:24768
18:0.09:48.00:20.00:4.08:21.73:-24960
17:0.08:48.00:20.00:4.09:21.65:-16512
17:0.08:48.00:20.00:4.49:16.69:-1600
17:0.08:48.00:20.00:4.45:17.11:12704
18:0.09:48.00:20.00:4.18:20.31:17856
17:0.08:48.00:20.00:4.31:18.65:24768
17:0.08:48.00:19.00:4.37:18.00:7360
17:0.08:48.00:19.00:4.31:18.65:11520
17:0.08:48.00:19.00:4.26:19.27:20224
17:0.08:48.00:19.00:4.23:19.72:-31072
18:0.09:48.00:19.00:4.22:19.77:-25056
15:0.07:48.00:19.00:4.54:16.23:17856
17:0.08:48.00:19.00:4.47:16.89:24768
18:0.09:48.00:19.00:4.23:19.72:-2112
16:0.08:48.00:19.00:4.18:20.31:20224
15:0.07:48.00:19.00:4.38:17.93:20224
19:0.09:48.00:19.00:4.14:20.87:-8128
17:0.08:48.00:19.00:4.22:19.84:24768
18:0.09:48.00:19.00:4.18:20.31:17856
18:0.09:49.00:18.00:4.42:17.49:24768
18:0.09:49.00:18.00:4.49:16.74:-16320
19:0.09:49.00:18.00:4.34:18.40:9536
15:0.07:49.00:18.00:4.49:16.74:-11648
16:0.08:49.00:18.00:4.51:16.52:24768
16:0.08:49.00:18.00:4.26:19.27:24768
18:0.09:49.00:18.00:4.44:17.27:24768
20:0.10:49.00:18.00:4.66:15.09:19584
15:0.07:49.00:18.00:4.59:15.68:13952
17:0.08:49.00:18.00:4.18:20.31:-1600
17:0.08:49.00:18.00:4.21:19.91:12704
18:0.09:49.00:18.00:4.44:17.27:-7936
17:0.08:49.00:18.00:4.17:20.52:15072
15:0.07:50.00:18.00:4.30:18.77:-8704
15:0.07:49.00:18.00:4.35:18.23:20224
18:0.09:50.00:18.00:4.26:19.27:12704
17:0.08:50.00:18.00:4.42:17.42:20224
16:0.08:50.00:18.00:4.49:16.74:-28736
18:0.09:50.00:18.00:4.51:16.52:-16320
18:0.09:50.00:18.00:4.37:18.06:1856
17:0.08:50.00:18.00:4.37:18.06:128
15:0.07:50.00:18.00:4.49:16.74:1856
18:0.09:50.00:18.00:4.42:17.49:-8000
17:0.08:50.00:18.00:4.37:18.06:27456
17:0.08:50.00:18.00:4.26:19.27:24768
17:0.08:50.00:18.00:4.59:15.74:20224
18:0.09:50.00:18.00:4.47:16.89:1856
16:0.08:50.00:18.00:4.37:18.06:-28736
18:0.09:50.00:18.00:4.37:18.06:13440
18:0.09:50.00:18.00:4.18:20.38:-8704
18:0.09:50.00:17.00:4.23:19.72:15072
15:0.07:50.00:17.00:4.18:20.38:24768
17:0.08:50.00:17.00:4.54:16.23:-26752
18:0.09:51.00:17.00:4.82:13.71:18592
17:0.08:50.00:17.00:4.37:18.06:29376
17:0.08:51.00:17.00:4.44:17.27:-8128
15:0.07:51.00:17.00:4.42:17.49:11936
17:0.08:51.00:17.00:4.39:17.77:20224
17:0.08:51.00:17.00:4.24:19.63:-19776
18:0.09:51.00:17.00:4.37:18.06:14592
18:0.09:51.00:17.00:4.54:16.23:-8128
18:0.09:51.00:17.00:4.13:21.08:7360
15:0.07:51.00:17.00:4.49:16.74:27456
18:0.09:51.00:17.00:4.64:15.21:-8960
18:0.09:51.00:17.00:4.59:15.75:12704
19:0.09:51.00:17.00:4.30:18.83:12608
18:0.09:51.00:17.00:4.50:16.62:6976
18:0.09:51.00:17.00:4.12:21.14:-10048
17:0.08:51.00:17.00:4.26:19.27:24256
18:0.09:51.00:17.00:4.56:16.03:1856
15:0.07:51.00:17.00:4.47:16.89:-17536
18:0.09:51.00:17.00:4.31:18.65:11936
16:0.08:51.00:17.00:4.17:20.44:-28736
17:0.08:51.00:17.00:4.51:16.52:-11648
18:0.09:51.00:17.00:4.21:19.91:20224
17:0.08:52.00:17.00:4.26:19.27:8992
16:0.08:51.00:17.00:4.21:19.91:-25408
18:0.09:52.00:17.00:4.22:19.84:-28736
16:0.08:52.00:17.00:4.39:17.77:-11648
18:0.09:52.00:17.00:4.64:15.21:17856
17:0.08:52.00:17.00:4.51:16.46:-8704
18:0.09:52.00:17.00:4.37:17.99:15072
16:0.08:52.00:17.00:4.42:17.49:12704
16:0.08:53.00:16.00:4.32:18.57:12704
17:0.08:53.00:16.00:4.44:17.27:-28736
18:0.09:52.00:17.00:4.31:18.65:-17536
16:0.08:52.00:17.00:4.37:18.06:-15168
17:0.08:53.00:16.00:4.89:13.22:18592
17:0.08:53.00:16.00:4.14:20.87:-17216
17:0.08:53.00:16.00:4.37:18.06:15072
17:0.08:53.00:16.00:4.18:20.38:-17856
18:0.09:53.00:16.00:4.37:17.99:13440
15:0.07:53.00:16.00:4.57:15.89:13440
17:0.08:53.00:16.00:4.46:17.04:15072
18:0.09:53.00:16.00:4.37:18.06:-25056
15:0.07:53.00:16.00:4.58:15.81:-16320
17:0.08:53.00:16.00:4.37:17.99:-28736
15:0.07:53.00:16.00:4.54:16.23:-28192
18:0.09:53.00:16.00:4.54:16.17:24768
17:0.08:53.00:16.00:4.49:16.74:11936
18:0.09:53.00:16.00:4.33:18.51:1856
15:0.07:53.00:16.00:4.39:17.77:29376
15:0.07:53.00:16.00:4.66:15.09:30912
18:0.09:54.00:16.00:4.23:19.72:12608
18:0.09:54.00:16.00:4.18:20.38:-28736
15:0.07:54.00:16.00:4.21:19.91:13184
17:0.08:54.00:16.00:4.63:15.35:-20096
15:0.07:54.00:16.00:4.37:17.99:12608
15:0.07:54.00:16.00:4.50:16.62:20224
15:0.07:54.00:16.00:4.66:15.09:24256
15:0.07:54.00:16.00:4.37:18.06:20224
18:0.09:54.00:16.00:4.35:18.23:1856
18:0.09:55.00:16.00:4.23:19.72:12704
17:0.08:55.00:16.00:4.37:17.99:24768
17:0.08:55.00:16.00:4.13:21.00:-31072
17:0.08:55.00:16.00:4.92:12.94:-28192
16:0.08:55.00:16.00:4.71:14.65:20224
17:0.08:55.00:16.00:4.31:18.65:18592
18:0.09:55.00:16.00:4.31:18.65:11520
15:0.07:56.00:16.00:4.66:15.09:11520
18:0.09:56.00:16.00:4.26:19.27:-28192
18:0.09:56.00:16.00:4.26:19.27:-28192
16:0.08:56.00:16.00:4.66:15.03:-16320
17:0.08:57.00:16.00:4.54:16.23:15072
15:0.07:57.00:16.00:4.23:19.72:-28736
18:0.09:57.00:16.00:4.31:18.65:24768
17:0.08:57.00:16.00:4.54:16.23:-16320
15:0.07:57.00:16.00:4.48:16.82:-11648
17:0.08:58.00:16.00:4.37:18.06:24256
17:0.08:58.00:16.00:4.38:17.93:27456
18:0.09:58.00:16.00:4.49:16.74:23744
15:0.07:58.00:16.00:4.49:16.74:-16320
16:0.08:58.00:16.00:4.31:18.65:1120
15:0.07:58.00:16.00:4.54:16.23:29376
18:0.09:58.00:16.00:4.54:16.23:-28736
16:0.08:58.00:16.00:4.44:17.27:24256
17:0.08:59.00:16.00:4.42:17.42:11520
17:0.08:59.00:16.00:4.13:21.00:12704
18:0.09:59.00:16.00:4.54:16.23:27264
17:0.08:59.00:16.00:4.66:15.09:13440
18:0.09:59.00:16.00:4.30:18.83:-9856
18:0.09:59.00:16.00:4.66:15.09:15072
16:0.08:59.00:16.00:4.37:18.06:1760
18:0.09:59.00:16.00:4.51:16.52:-28192
15:0.07:59.00:16.00:4.49:16.74:-29984
17:0.08:59.00:16.00:4.39:17.83:13440
15:0.07:59.00:16.00:4.49:16.74:-10048
16:0.08:59.00:16.00:4.31:18.65:-8704
18:0.09:60.00:16.00:4.39:17.83:27264
17:0.08:59.00:16.00:4.73:14.47:-1216
16:0.08:59.00:16.00:4.26:19.27:-26304
18:0.09:60.00:16.00:4.37:17.99:-28736
17:0.08:60.00:16.00:4.78:14.05:-23168
17:0.08:60.00:16.00:4.42:17.49:1120
15:0.07:60.00:16.00:4.66:15.09:27456
16:0.08:60.00:16.00:4.31:18.65:15072
18:0.09:60.00:16.00:4.37:18.06:-26752
15:0.07:60.00:16.00:4.55:16.12:-16352
15:0.07:60.00:16.00:4.59:15.68:-29984
18:0.09:60.00:16.00:4.21:19.91:20224
19:0.09:60.00:16.00:4.46:17.04:24256
16:0.08:60.00:16.00:4.56:16.03:10048
16:0.08:60.00:16.00:4.49:16.74:15072
18:0.09:60.00:16.00:4.44:17.22:-8128
15:0.07:60.00:16.00:4.61:15.55:12608
15:0.07:61.00:16.00:4.70:14.71:11520
15:0.07:61.00:16.00:4.37:17.99:-1888
17:0.08:61.00:16.00:4.34:18.40:3072
18:0.09:61.00:16.00:4.44:17.27:18592
18:0.09:61.00:16.00:4.40:17.66:10016
17:0.08:61.00:16.00:4.42:17.42:1760
18:0.09:61.00:16.00:4.49:16.74:-28800
18:0.09:61.00:16.00:4.73:14.47:-29984
15:0.07:61.00:16.00:4.37:18.06:18592
15:0.07:61.00:16.00:4.49:16.74:-11648
16:0.08:61.00:16.00:4.49:16.74:18592
15:0.07:61.00:16.00:4.37:18.06:-15168
15:0.07:62.00:16.00:4.40:17.66:11936
17:0.08:62.00:16.00:4.59:15.68:-28736
16:0.08:62.00:16.00:4.66:15.09:10048
18:0.09:62.00:16.00:4.58:15.81:29856
18:0.09:62.00:16.00:4.54:16.17:-28736
18:0.09:62.00:16.00:4.63:15.35:6976
15:0.07:62.00:16.00:4.44:17.27:-25600
